Date,close,open,lowest,highest,total_vol,mean_vol,std_vol,news,is_up
2015-02-03,26.573,26.575,26.322,26.706,174221580,446722.0,328806.2893992196,"[""Apple's spectacular Q3 performance from an Indian perspective\nApple can buy the three largest Indian companies, TCS, ONGC and Reliance Industries. Their combined market capitalisation is Rs 10,86,500 crore.\n"", 'Change in RBI norms may leave mobile wallet firms irrelevant\nWith the help of mobile wallet, a customer can preload money and use it to pay for services without undergoing the two-way authentication process.\n', 'BRIC nations, US help Apple close gap with Samsung: IDC\nIn order for Samsung to retain its share at the top, it will either have to accept lower margins from here forward or revamp its high-end strategy to compete with Apple.\n']",1
2015-02-04,26.786,26.533,26.479,27.025,252725380,648013.7948717949,712862.5647535875,"Steve Jobs's biopic will hit the screens in October
Filmmaker Danny Boyle's biopic of Apple co-founder Steve Jobs will release on October 9, this year.
",1
2015-02-05,26.979,26.938,26.794,27.068,144629728,370845.4564102564,376791.2670991622,"Cashless ecosystem: National Payment Corporation building platform for payment mechanisms
The umbrella organisation wants to create a unified backbone and a set of application programming interfaces for others to build payment solutions on.
",0
2015-02-06,26.748,27.02,26.615,27.073,155597272,398967.3641025641,297534.2365923665,"Global leaders to explore 'technology 20 years ahead' in UAE
UN Secretary-General Ban Ki-moon, Apple's Steve Wozniak & President of Samsung Electronics Boo-Keun Yoon will be among the 3,000 participants from 87 countries.
",1
2015-02-09,26.93,26.739,26.61,26.98,135022948,346212.6871794872,259949.71480362883,"Apple sets initial price thoughts on Swiss franc bonds
Apple has set initial price thoughts on its new short 10-year and 15-year Swiss franc bonds.
",1
2015-02-10,27.447,27.08,26.999,27.501,211244860,541653.4871794871,463648.23430441075,"Apple sets initial price thoughts on Swiss franc bonds
Apple has set initial price thoughts on its new short 10-year and 15-year Swiss franc bonds.
",1
2015-02-11,28.088,27.56,27.525,28.124,259669928,665820.3282051282,494691.47813343786,"[""'Apple's iOS mobile platform dominates in enterprise segment'\nApple's iOS mobile platform dominates the enterprise segment with about 64 per cent share worldwide in 2014, followed by Android with 27 per cent and Windows at 9 per cent.\n"", 'Microsoft CEO Satya Nadella doesn’t skimp on sleep\nNadella usually wakes up at 7 am, he said during a rapid-fire Q&A with ABC. He also said he gets eight hours of sleep, which is likely more than most CEOs.\n']",1
2015-02-12,28.439,28.359,28.214,28.701,262908180,674123.5384615385,659866.1895519125,"Apple is now an existential threat to Android
For the first time ever, sales of Google's Android mobile devices have gone into decline - an astonishing defeat for a product that is given away free to manufacturers.
",1
2015-02-13,28.585,28.545,28.232,28.655,185897136,476659.3230769231,470946.7985221093,"[""Google may be working on a new version of its gorgeous $1,300 laptop\nOmg! Chrome! claims to have spotted evidence that a new Chromebook Pixel is in development within Google's bug tracker for Chrome.\n""]",1
2015-02-17,28.752,28.63,28.518,29.016,219596488,563067.917948718,448398.7626658447,"Why Steve Jobs was such a jerk to employees
Apple chief designer Jony Ive — a close friend of Jobs — explains how he once asked Jobs to tone it down after seeing his colleagues feel crushed.
",1
2015-02-18,28.954,28.707,28.637,28.993,154008664,394894.0102564103,302223.3555595191,"Why Steve Jobs was such a jerk to employees
Apple chief designer Jony Ive — a close friend of Jobs — explains how he once asked Jobs to tone it down after seeing his colleagues feel crushed.
",0
2015-02-19,28.896,28.934,28.835,29.049,132605140,340013.1794871795,287380.66360965127,"['Broadcom bets big on India R&D centre\nBroadcom, which has a global headcount of about 11,000 people, has about 1,500 people at its India research and development centre.\n']",1
2015-02-20,29.13,28.954,28.772,29.155,169884756,435601.93846153846,619250.1572950301,"[""How Amit Premy's WizN systems offers better home automation sensors-apps-cloud platforms\nThe Bengaluru-based company, which has filed a patent for the new architecture, aims for its home automation system to be in 1,000 city homes this year.\n"", 'The dummies guide to healthy fruit eating\nThese categories help you remember which fruits have low sugar content.\n']",1
2015-02-23,29.911,29.175,29.133,29.943,233801676,599491.4769230769,420242.69904562866,"['Apple is the biggest 4G smartphone supplier: Counterpoint\nKorean major Samsung was the second largest 4G LTE smartphone supplier in the quarter with 19% market share.\n', ""Jony Ive's latest project is Apple's new headquarters\nAlthough Ive doesn't usually do architecture projects, he and his disciples have worked alongside Foster + Partners on the new campus.\n""]",0
2015-02-24,29.732,29.852,29.473,30.078,247857468,635531.9692307692,578050.1193103533,"[""For high-end tech upgrade, cars trade like Apple's pricey iPhones in US\nUpgrade envy has helped Apple sell millions of pricey iPhones. Now, it's the auto industry's turn, thanks to a raft of new technologies that make cars safer and easier to drive.\n""]",0
2015-02-25,28.968,29.438,28.794,29.628,269747812,691661.0564102564,757366.9458505663,"Apple and Google’s invasion of auto sector is becoming a full-blown assault
It might not even be fair to call what Apple and Google seem to be working on as cars at all, considering the vehicles are likely to be offered on a service basis rather than for sale.
",1
2015-02-26,29.334,28.986,28.448,29.464,325620720,834924.9230769231,757837.5527393271,"['Apple Inc focusing on e-commerce to sell 2 million units & earn Rs 8,000 crore in FY15\nThe company also expects that 20-25% of iPhone sales during the fiscal will be generated from e-commerce, said two senior trade partners of Apple India.\n', 'Apple wants to start making electric vehicles as early as 2020: Reports\nApple’s possible foray into cars follows a similar path it’s taken to break into other industries — it’s not the first but builds a product that redefines those categories.\n']",0
2015-02-27,28.898,29.165,28.814,29.396,200316316,513631.57948717946,454834.3015210613,"[""Power of crowd funding\nCrowd funding is the 'democratization of the funding process', since small investors get to be part of a venture.\n""]",1
2015-03-02,29.035,29.105,28.828,29.331,165097108,423325.91794871795,439840.5663854181,"[""How Samsung won and lost the smartphone kingdom\nJust like Apple poked fun at Microsoft. Samsung's goal was to tap into the same strategy, a little guy taking swings at the dominant player.\n"", 'Huawei announces first Android Wear smartwatch\nHuawei has also chosen to go with the round-face look, which has received favourable reviews from fashion-conscious youth over square-faced smartwatches.\n']",1
2015-03-03,29.103,28.969,28.781,29.16,131375788,336860.9948717949,281018.04770972655,"Smartlink discontinues tablet range amid falling sales
As the tablet slice became promising in 2012-13, many Indian vendors such as Micromax, Spice, Intex and iBall forayed into tablet market.
",0
2015-03-04,28.918,28.995,28.832,29.169,104794948,268704.9948717949,266783.96408419695,"Smartlink discontinues tablet range amid falling sales
As the tablet slice became promising in 2012-13, many Indian vendors such as Micromax, Spice, Intex and iBall forayed into tablet market.
",0
2015-03-05,28.432,28.905,28.257,28.986,200116792,513119.9794871795,461363.26417690516,"[""BMW says talks with Apple don't involve developing a car\nAuto Motor and Sport said in its March 4 edition that the two firms were discussing possibilities for cooperating on the development of a passenger car.\n"", 'How US companies are stashing funds overseas to avoid taxes\nEight of the biggest US technology companies added a combined $69 billion to their stockpiled offshore profits over the past year.\n', 'Diamond-studded Apple Watch up for pre-order\nBrikk is offering 30 different models ranging from $7,500 to $75,000, according to MacRumors.\n']",1
2015-03-06,28.475,28.884,28.369,29.126,248412792,636955.8769230769,563171.2673849806,"['HBO to team up with Apple for standalone streaming service?\n""We know there\'s great anticipation around our standalone streaming service,"" an HBO spokesman said in a statement. ""And when we have details to share, we will do so.""\n', 'Infosys and Wipro in fight to renew Rs 12,000 crore outsourcing contract that will expire this year\n“A lot of the deals that are coming up are obviously incumbent Infosys or Wipro clients, so it’s their market share to lose,” said Frances Karamouzis.\n', ""Apple Pay stung in transactions using data stolen from retailers: Report\nApple Inc's mobile payment system Apple Pay has been hit by a wave of fraudulent transactions using stolen credit-card data from a spate of breaches at retailers.\n"", 'Apple evaluating options to set up company-owned technology development centre in India\nSo far, Apple has kept core tech development with itself and mostly in the US. It has only outsourced commoditised application maintenance to vendors.\n']",1
2015-03-09,28.592,28.707,28.1,29.171,320677424,822249.8051282051,744050.9168409159,"Apple Watch likely to hit Indian market in June-July
The smartwatch will be up for purchase from April 24. The Cupertino-headquartered firm took the covers off its Apple Watch at an event in San Francisco yesterday.
",0
2015-03-10,28.009,28.52,27.817,28.642,228574280,586087.8974358974,585457.9001807572,"AAP to use geo-tagging for women safety in Delhi
“We expect women to have this system on their phone through a specific app designed for the safety of women"", said AAP’s inhouse telecom expert Adarsh Shastri.
",0
2015-03-11,27.499,27.982,27.437,28.09,244720700,627488.9743589744,573449.652638497,"['Apple Watch: Survival of the smartest and their lookalikes\nSmartwatches have saved face for the watch industry by adding on some modern essentials to the quotidian a.m.-p.m. movements such as running apps and notifications.\n', 'A quick look at the Apple Watch and the new MacBook\nApple’s smartwatch announcement was no surprise. But the amazingly thin MacBook was certainly a surprise. ET brings you a quick look at both new products.\n', 'Eight best features of the Apple Watch\nSince you cannot type on the small touchscreen of the Watch using an onscreen keyboard, Apple has created a platform with which you can communicate with other Watch users.\n', 'Will Apple break Dow Jones jinx?\nApple’s stock has posted returns of 67% in the last one year compared with 9% of Dow Jones Index in the same tenure.\n', 'MacBook’s new avatar needs a reset\nThe new MacBook has Intel’s Core M inside. Core M is one part laptop — like the Core I processors you’ll find in a MacBook Air or MacBook Pro.\n']",1
2015-03-12,27.991,27.518,27.329,28.12,165891996,425364.09230769234,392857.75339753315,"Apple watch look-a-likes on sale in China
There is no Apple logo on the products. The Chinese version resembles the American one in appearance, but most have crude workmanship.
",0
2015-03-13,27.8,28.039,27.543,28.231,179788308,460995.6615384615,343078.63418935356,"Apple watch look-a-likes on sale in China
There is no Apple logo on the products. The Chinese version resembles the American one in appearance, but most have crude workmanship.
",1
2015-03-16,28.104,27.823,27.608,28.131,117938060,302405.28205128206,296621.29430689174,"Xiaomi India's top 4G handset vendor in January; pips Samsung, Apple
In October-December 2014 quarter, over one million 4G devices, including smartphones, tablets and data cards were shipped to the Indian market.
",1
2015-03-17,28.579,28.309,28.232,28.664,177673428,455572.8923076923,390096.83338413935,"Scouting for Apple Watch? Pick like a pro
Big or small? Standard, Sport, Edition? Steel or aluminum?Check out the full version of the flow chart by Joy of Tech below.
",1
2015-03-18,28.898,28.554,28.394,29.079,199916388,512606.1230769231,408986.4422511078,"Flipkart seeks to cut dependence on WS Retail to focus on marketplace model
WS Retail currently acts as a sort of clearing house for most of the goods sold on Flipkart, sourcing the bulk of the merchandise from vendors.
",0
2015-03-19,28.678,28.938,28.626,29.098,154172420,395313.89743589744,329663.74952287436,"Flipkart seeks to cut dependence on WS Retail to focus on marketplace model
WS Retail currently acts as a sort of clearing house for most of the goods sold on Flipkart, sourcing the bulk of the merchandise from vendors.
",0
2015-03-20,28.331,28.828,28.122,28.908,188493540,483316.76923076925,2036555.6317253031,"['Two-year-old startup Prijector shows the way to log in to wireless meetings\n2 year-old startup Prijector is showing the way with a wireless presentation tool for conference rooms that has already picked up over a few thousand customers globally.\n', 'S&P 500 companies shoveled $376 billion in cash to shareholders last year\nUnsurprisingly, the two largest companies in the world, Exxon Mobil and Apple, are also the two biggest payers of dividends.\n']",1
2015-03-23,28.615,28.531,28.428,28.784,119639040,306766.76923076925,285349.1005149879,['Samsung to pre-install Microsoft apps on Android tablets\nThe move is the latest sign that Microsoft is pushing to get its cloud-enabled software into the hands of as many customers as possible.\n'],0
2015-03-24,28.498,28.61,28.437,28.827,113246800,290376.41025641025,235469.5056732418,"Pablo Picasso is Apple's secret muse
In a class at the company's internal training programme, the 11 lithographs of Picasso's ""The Bull"" were likened to the way Apple builds its smartphones.
",0
2015-03-25,27.755,28.509,27.725,28.552,179360644,459899.08717948716,355343.8673275917,"['Analyst says Apple will hit $1tn m-cap\nAs Apple gets ready to launch its first new product in 5 years, Cantor Fitzgerald is raising its price target to a level that would make Apple a $1 trillion co.\n']",1
2015-03-26,27.949,27.65,27.547,28.115,163962748,420417.3025641026,370108.1916173404,"['Analyst says Apple will hit $1tn m-cap\nAs Apple gets ready to launch its first new product in 5 years, Cantor Fitzgerald is raising its price target to a level that would make Apple a $1 trillion co.\n']",0
2015-03-27,27.722,27.971,27.617,28.075,135471976,347364.041025641,347732.4390070143,"['Analyst says Apple will hit $1tn m-cap\nAs Apple gets ready to launch its first new product in 5 years, Cantor Fitzgerald is raising its price target to a level that would make Apple a $1 trillion co.\n']",1
2015-03-30,28.417,27.951,27.862,28.457,149106984,382325.6,352779.3748072618,"[""Why Apple feels the need to defend Steve Jobs\nApple's co-founder, saviour, and mega-star knew what he was getting into when he asked Isaacson to tell his story.\n"", ""The rise and rise of Android: How a sinking US startup became world's biggest OS\nTo grab 85% of the smartphone market, Rubin had to beat the two most valuable, and profitable, technology companies of their era: Microsoft and Apple.\n""]",0
2015-03-31,27.994,28.34,27.941,28.478,138843692,356009.4666666667,363731.4105156221,['An apple a day may not keep the doctor away: Study\nResearchers compared daily apple eaters (those who consumed at least 1 small apple per day or 149 grams of raw apple) with non-apple eaters.\n'],0
2015-04-01,27.944,28.078,27.659,28.169,142044596,364216.91282051284,307434.4810024935,"['Tech news that will shock you\nKaran Bajaj picks up some of the biggest headlines that are making waves in the technological world.\n', 'Buying gadgets in India vs abroad\nWarranty issues aside, ET examines the price differences in four popular products to reach some obvious conclusions – what should you buy and from where.\n', 'BMW partners with Apple for connected car ride\nBMW is reportedly working with Apple on an in-car operating system for the BMW i3 which may be able to communicate with iPhones and Apple Watches.\n']",1
2015-04-02,28.187,28.103,27.904,28.268,112063956,287343.4769230769,286367.564149411,"Apple invents smart packaging
A device would be placed close to the packaged iPhone/iPad/MacBook, and would then transmit the desired configuration wirelessly to it.
",1
2015-04-06,28.644,27.989,27.936,28.707,126629092,324689.9794871795,265726.77904144773,"[""Why Europe can't stand US tech companies\nAmerican tech cos have been attacked for favourable tax treatment and Obama says European opposition is a commercial, protectionist issue.\n"", 'Samsung may help Apple save $533 million\nIf a review board at the US Patent and Trademark Office tosses those patents, it will not only benefit Samsung but also Apple.\n', ""Google and Apple's new laptops may sound bad now, but they are the future of computers\nf you want a MacBook, get the MacBook Air. If you want a Chromebook, get one of the cheaper models like the $330 Toshiba Chromebook 13, which is one of the best.\n"", 'ICICI Bank to roll out voice authentication\nThe cutting-edge technology comes from Nuance Communications, a Massachusetts-based firm that created the technology behind Siri.\n']",0
2015-04-07,28.343,28.758,28.307,28.845,120149744,308076.26666666666,296937.8761832805,"[""Why Europe can't stand US tech companies\nAmerican tech cos have been attacked for favourable tax treatment and Obama says European opposition is a commercial, protectionist issue.\n"", 'Samsung may help Apple save $533 million\nIf a review board at the US Patent and Trademark Office tosses those patents, it will not only benefit Samsung but also Apple.\n', ""Google and Apple's new laptops may sound bad now, but they are the future of computers\nf you want a MacBook, get the MacBook Air. If you want a Chromebook, get one of the cheaper models like the $330 Toshiba Chromebook 13, which is one of the best.\n"", 'ICICI Bank to roll out voice authentication\nThe cutting-edge technology comes from Nuance Communications, a Massachusetts-based firm that created the technology behind Siri.\n']",0
2015-04-08,28.252,28.275,28.08,28.457,132961556,340927.06666666665,301426.90319914545,"[""Apple's India revenue hits $1 billion in FY15\nIndustry experts say a significant part of the sales came from the big launches of last year, the iPhone 6 and 6 Plus, both priced at the top end.\n""]",1
2015-04-09,28.468,28.325,28.01,28.498,111968904,287099.75384615385,270038.2904546536,"New Apple iOS update: Siri now understands Indian English
The update also provides Wi-Fi and Bluetooth fixes like issue related with some devices disconnecting intermittently from Wi-Fi networks, among others.
",1
2015-04-10,28.59,28.315,28.145,28.64,140555904,360399.75384615385,317957.1397210959,"Nine challenges Apple had to overcome to make the Watch
In the lead-up to the launch, Wired published an in-depth behind-the-scenes look at what it was like to conceptualise, develop and build the Apple Watch.
",0
2015-04-13,28.534,28.836,28.448,28.946,128178404,328662.57435897435,368397.1062154897,"['IT Minister Ravi Shankar Prasad requests Apple to set up R&D facility in India\nThe Minister said though the US firm did not have a powerful presence in the country, it sold products worth $730 million here in 2013-14 fiscal.\n', ""3 Indian-Americans among biggest philanthropists of 2015\nIttycheria, 31, co-founded 'Enstitute' that bypasses college by placing its students in paid tech apprenticeships.\n"", 'Why emoji is making headlines\nApple’s latest mobile operating system, iOS 8.3, has introduced emoji characters with diversity as a theme.\n', 'How Apple engineered one of the greatest comeback acts in corporate history\nIn 1997, when the rest of the tech industry was on a never-before high. Apple, on the other hand, had annual losses of over $1 billion.\n']",0
2015-04-14,28.41,28.592,28.291,28.658,88594624,227165.70256410257,218730.8205881861,"Imported Apple prices crash in domestic market due to huge imports
Imported apples have turned cheaper in India due to huge imports that were triggered by anticipation of a lower production in the country.
",1
2015-04-15,28.518,28.498,28.313,28.622,99451248,255003.2,193073.68979336,"ITC, Ruchi Soya among 50 fastest growing global consumer products companies
Samsung Electronics, Apple Inc. and Nestle S.A. retained the top spots in the list of Top 250 consumer product companies globally.
",0
2015-04-16,28.383,28.466,28.336,28.615,95065472,243757.62051282052,208627.11638210455,"Apple app maker Robosoft picks up Rs 74 crore from Ascent Capital, Kalaari
Robosoft will use the money to hive off its subsidiaries 99Games and Global Delight as separate companies, as well as to expand its services.
",0
2015-04-17,28.063,28.268,27.965,28.399,161673968,414548.6358974359,586918.7704673238,"Apple app maker Robosoft picks up Rs 74 crore from Ascent Capital, Kalaari
Robosoft will use the money to hive off its subsidiaries 99Games and Global Delight as separate companies, as well as to expand its services.
",1
2015-04-20,28.7,28.243,28.125,28.845,162834452,417524.2358974359,334444.14634291234,"Apple app maker Robosoft picks up Rs 74 crore from Ascent Capital, Kalaari
Robosoft will use the money to hive off its subsidiaries 99Games and Global Delight as separate companies, as well as to expand its services.
",0
2015-04-21,28.543,28.81,28.462,28.863,115673608,296598.9948717949,313664.92291829805,"Beyoncé spotted wearing an ultra-exclusive luxury Apple Watch
There's more proof Beyoncé is the Queen: The female vocalist has got her hands on an ultra-exclusive — and ultra-expensive — version of the gold Apple Watch.
",1
2015-04-22,28.934,28.579,28.383,29.013,127547064,327043.75384615385,284394.25893847237,"[""ICICI Bank launches app for Apple's iWatch\nICICI Bank has launched an application for iWatch, on expectations that that wearable payment solutions would pick-up soon.\n""]",1
2015-04-23,29.17,28.869,28.792,29.362,159620008,409282.0717948718,328379.56070466875,"[""ICICI Bank launches app for Apple's iWatch\nICICI Bank has launched an application for iWatch, on expectations that that wearable payment solutions would pick-up soon.\n""]",1
2015-04-24,29.305,29.334,29.037,29.41,148328860,380330.41025641025,377024.87357849505,"['Ask Dr D: All about Apple Watch\nAnyway, the problem is that the Apple Watch has been introduced and is out on the market. It alerts the wrist to emails, messages, detects heart rates, sends heartbeats, makes calls.\n', ""Soon, India to get a taste of Washington apples\nWashington apples recorded higher production this year, so they will be shipped to India which will cover our deficit in fruit's output.\n"", ""No single book can capture Steve Jobs's life, says Brent Schlender\nBrent Schlender, the co-author of a new biography on the late Apple founder, says his subject is a mythical figure who has become symbolic of human striving.\n""]",1
2015-04-27,29.847,29.759,29.468,29.973,277351808,711158.4820512821,632875.1641865135,"These founders learnt a lesson getting fired from their companies
Steve Jobs was fired from Apple in 1985, almost 10 years after he started it. Although he returned as Apple CEO in the late 90s, Jobs said the whole experience was ""devastating"" at the time.
",0
2015-04-28,29.368,30.061,29.113,30.29,430215480,1103116.6153846155,1149553.762120814,['Middle class driving iPhone sales in emerging markets: Tim Cook\nMiddle class and first time smartphone buyers in emerging markets such as India and China were among the major drivers of iPhone sales in January-March period.\n'],0
2015-04-29,28.936,29.244,28.828,29.626,209422796,536981.5282051282,377975.7495491232,"Windows 10 is new generation of Windows: Satya Nadella
Windows 10 is the new generation of Windows built for the new era of personal computers, which would open up a ""new vista"" of internet user experience for people, Nadella said.
",0
2015-04-30,28.167,28.66,27.992,28.791,276603624,709240.0615384616,607799.5439447203,"Finally, Android beats Apple in app revenues
The iPhone is widely considered the ""rich man's phone,"" but Android is finally beating Apple in one key metric -revenue.
",1
2015-05-01,29.005,28.414,28.154,29.299,202308496,518739.73333333334,506217.1879322112,"['Smartphone race: Samsung widens lead at top while Apple set to sell 1 million units in double-quick time\nSamsung expanded its lead in smartphone segment, which grew 21% from a year earlier, with over 20 million smartphones shipped during the January-March period.\n', 'CBI gets specialised laboratory to decode Apple devices\nThe new lab, at the CBI academy in Ghaziabad, will be fully equipped with latest workstations and softwares to decode the digital information stored in Apple devices.\n', 'CBI gets specialised lab to decode Apple devices\nThe specialised lab is focussed on extracting information from Apple devices using forensic softwares from devices such as iMAc, Mac book pro.\n', ""7 gadgets and tech that took a few tries to get right\nFor the popular gadgets and tech you can't live without, it was not about who did it first, but who did it right.\n""]",0
2015-05-04,28.949,29.162,28.819,29.398,169008928,433356.22564102564,381614.83580009785,"['Innovation: What Indian firms must learn from Google, Apple & Amazon about creating needs where none exist\nIndian firms hardly have innovation on their growth agenda. They are generally content with volume-driven growth that has serious limitations to its sustainability.\n', 'Samsung to manufacture main chip for the next iPhone, displays for other Apple products\nIn August 2014, Apple CEO Tim Cook agreed to begin winding down the patent suits with Samsung, and the two companies are teaming up again on new products.\n']",0
2015-05-05,28.299,28.819,28.262,28.921,168005728,430783.91794871795,335881.26087883534,"['Microsoft first to let you flip a middle finger with emoji\nMicrosoft will be the first major software platform to let you flip the bird, allowing anyone with Windows 10 to access the middle-finger emoji.\n']",0
2015-05-06,28.136,28.454,27.718,28.538,253896424,651016.4717948718,540303.4611800194,"['Microsoft first to let you flip a middle finger with emoji\nMicrosoft will be the first major software platform to let you flip the bird, allowing anyone with Windows 10 to access the middle-finger emoji.\n']",1
2015-05-07,28.291,28.156,27.983,28.502,149056552,382196.2871794872,285829.86258661345,"['Microsoft first to let you flip a middle finger with emoji\nMicrosoft will be the first major software platform to let you flip the bird, allowing anyone with Windows 10 to access the middle-finger emoji.\n']",1
2015-05-08,28.821,28.573,28.455,28.851,154691940,396646.0,407984.89378453756,['Apple and Samsung revamp distribution models to bring about price parity offline and online\nThe lure of e-commerce has prompted smartphone rivals Apple and Samsung to take contrasting yet concrete steps for the first time in India.\n'],0
