Date,close,open,lowest,highest,total_vol,mean_vol,std_vol,news,is_up
2015-03-13,12.574,12.659,12.488,12.783,67725900,173656.15384615384,166013.47859440467,"['NASSCOM India Leadership Forum 2015: Top lessons from ace tech minds\nETPanache was there to distill some of the biggest learnings that emerged from the proceedings, both on and off the dais.\n']",1
2015-03-16,13.047,12.795,12.653,13.061,71236035,182656.5,189494.85039497682,"['NASSCOM India Leadership Forum 2015: Top lessons from ace tech minds\nETPanache was there to distill some of the biggest learnings that emerged from the proceedings, both on and off the dais.\n']",0
2015-03-17,12.981,13.056,12.929,13.247,64042305,164211.03846153847,174958.37882835983,"['NASSCOM India Leadership Forum 2015: Top lessons from ace tech minds\nETPanache was there to distill some of the biggest learnings that emerged from the proceedings, both on and off the dais.\n']",1
2015-03-18,13.381,12.969,12.874,13.392,60047475,154363.68894601543,157129.98906596247,"['NASSCOM India Leadership Forum 2015: Top lessons from ace tech minds\nETPanache was there to distill some of the biggest learnings that emerged from the proceedings, both on and off the dais.\n']",0
2015-03-19,13.034,13.446,12.969,13.639,107184990,274833.3076923077,289749.7439169817,"Five revolutionary things promised in five years time
Jeff Bezos, Elon Musk, Mark Zuckerberg, and other tech executives have chosen five as the magic number of years for their big predictions to come to fruition.
",1
2015-03-20,13.203,13.2,13.041,13.266,51958050,133225.76923076922,161746.54638199203,"Five revolutionary things promised in five years time
Jeff Bezos, Elon Musk, Mark Zuckerberg, and other tech executives have chosen five as the magic number of years for their big predictions to come to fruition.
",1
2015-03-23,13.309,13.233,13.165,13.367,32215335,82815.77120822622,96827.79795532863,['Artificial Intelligence big threat to labour: Expert\nScientists including Stephen Hawking and industry leaders like Bill Gates have recently expressed concerns over AI turning more and more powerful.\n'],1
2015-03-24,13.448,13.467,13.317,13.586,46329705,118794.11538461539,155270.70435500468,['Artificial Intelligence big threat to labour: Expert\nScientists including Stephen Hawking and industry leaders like Bill Gates have recently expressed concerns over AI turning more and more powerful.\n'],0
2015-03-25,12.954,13.223,12.847,13.239,68846430,176529.3076923077,186733.13760994098,"Elon Musk is worried about flying cars - but it's too late!
Tesla CEO Elon Musk SAID Neil deGrasse Tyson that ""if there are flying cars, then well obviously you have added this additional dimension where a car could fall on your head.""
",0
2015-03-26,12.693,12.917,12.647,12.986,50398335,129226.5,133091.3474495314,"Elon Musk is worried about flying cars - but it's too late!
Tesla CEO Elon Musk SAID Neil deGrasse Tyson that ""if there are flying cars, then well obviously you have added this additional dimension where a car could fall on your head.""
",0
2015-03-27,12.333,12.597,12.093,12.619,109537530,280865.46153846156,257206.43615744682,"Elon Musk is worried about flying cars - but it's too late!
Tesla CEO Elon Musk SAID Neil deGrasse Tyson that ""if there are flying cars, then well obviously you have added this additional dimension where a car could fall on your head.""
",1
2015-03-30,12.704,12.347,12.12,12.817,131325915,336733.1153846154,447696.4729155543,"Elon Musk is worried about flying cars - but it's too late!
Tesla CEO Elon Musk SAID Neil deGrasse Tyson that ""if there are flying cars, then well obviously you have added this additional dimension where a car could fall on your head.""
",0
2015-03-31,12.588,12.871,12.561,12.917,60851040,156429.4087403599,192457.0888295824,"Elon Musk is worried about flying cars - but it's too late!
Tesla CEO Elon Musk SAID Neil deGrasse Tyson that ""if there are flying cars, then well obviously you have added this additional dimension where a car could fall on your head.""
",0
2015-04-01,12.501,12.551,12.403,12.82,47876115,122759.26923076923,313140.2857913983,['BMW partners with Apple for connected car ride\nBMW is reportedly working with Apple on an in-car operating system for the BMW i3 which may be able to communicate with iPhones and Apple Watches.\n'],1
2015-04-02,12.738,12.723,12.667,12.882,65663235,168367.26923076922,240829.51404336153,"How Tesla's 'April Fool' joke took a bite of Apple
Speculation is rife that the dig is because Apple is developing an electric car.
",1
2015-04-06,13.54,13.182,13.167,13.85,164079855,420717.57692307694,425321.21771872113,"How Tesla's 'April Fool' joke took a bite of Apple
Speculation is rife that the dig is because Apple is developing an electric car.
",1
2015-04-07,13.552,13.502,13.409,13.671,55241460,141644.76923076922,167050.84760962194,"How Tesla's 'April Fool' joke took a bite of Apple
Speculation is rife that the dig is because Apple is developing an electric car.
",1
2015-04-08,13.845,13.961,13.725,14.06,77860185,199641.5,281864.7144882018,"How Tesla's 'April Fool' joke took a bite of Apple
Speculation is rife that the dig is because Apple is developing an electric car.
",1
2015-04-09,14.007,13.855,13.741,14.025,48452355,124236.80769230769,156908.24221274848,"How Tesla's 'April Fool' joke took a bite of Apple
Speculation is rife that the dig is because Apple is developing an electric car.
",1
2015-04-10,14.059,13.935,13.933,14.11,51888735,133390.0642673522,146580.06036315247,"['Freeway to the future for car enthusiasts!\nHeadlamps steered by your eyes, drunk-driving, locking devices, self-driving cars. Here’s a futuristic road map to car tech.\n']",0
2015-04-13,13.989,14.002,13.937,14.2,49274970,126346.07692307692,127948.59882991709,"['Freeway to the future for car enthusiasts!\nHeadlamps steered by your eyes, drunk-driving, locking devices, self-driving cars. Here’s a futuristic road map to car tech.\n']",0
2015-04-14,13.831,13.919,13.7,13.966,39316950,100812.69230769231,119215.4684997811,"How young companies are challenging fossil fuels with solar, wind energy to build better batteries
This market for storage capacity will increase almost 10-fold in three years to 2,400 mw, equal to six natural gas turbines, Navigant Consulting says.
",1
2015-04-15,13.855,13.787,13.773,13.973,23989455,62964.44881889764,84827.26428228401,"How young companies are challenging fossil fuels with solar, wind energy to build better batteries
This market for storage capacity will increase almost 10-fold in three years to 2,400 mw, equal to six natural gas turbines, Navigant Consulting says.
",0
2015-04-16,13.778,13.853,13.753,13.945,20273820,52522.849740932645,56697.14528110491,"How young companies are challenging fossil fuels with solar, wind energy to build better batteries
This market for storage capacity will increase almost 10-fold in three years to 2,400 mw, equal to six natural gas turbines, Navigant Consulting says.
",1
2015-04-17,13.786,13.659,13.567,13.792,31234425,81765.5104712042,101438.45207117962,"How young companies are challenging fossil fuels with solar, wind energy to build better batteries
This market for storage capacity will increase almost 10-fold in three years to 2,400 mw, equal to six natural gas turbines, Navigant Consulting says.
",0
2015-04-20,13.685,13.743,13.59,13.857,32380515,83026.96153846153,99192.0227490854,"How young companies are challenging fossil fuels with solar, wind energy to build better batteries
This market for storage capacity will increase almost 10-fold in three years to 2,400 mw, equal to six natural gas turbines, Navigant Consulting says.
",1
2015-04-21,13.961,13.723,13.621,14.05,45230505,115975.65384615384,119911.88526383729,"How young companies are challenging fossil fuels with solar, wind energy to build better batteries
This market for storage capacity will increase almost 10-fold in three years to 2,400 mw, equal to six natural gas turbines, Navigant Consulting says.
",1
2015-04-22,14.629,14.172,14.113,14.792,101073480,259162.76923076922,313133.0580842444,['Tesla shares rocket to 10-week high on upcoming battery unveiling\nTesla Motors Inc shares rose sharply on Wednesday after investors learned the company will introduce improved batteries for home and business use by the end of April.\n'],0
2015-04-23,14.573,14.532,14.477,14.765,55093320,141264.92307692306,139454.42715528051,['Tesla shares rocket to 10-week high on upcoming battery unveiling\nTesla Motors Inc shares rose sharply on Wednesday after investors learned the company will introduce improved batteries for home and business use by the end of April.\n'],0
2015-04-24,14.557,14.661,14.534,14.72,30197850,77430.38461538461,93864.38625374678,"[""No single book can capture Steve Jobs's life, says Brent Schlender\nBrent Schlender, the co-author of a new biography on the late Apple founder, says his subject is a mythical figure who has become symbolic of human striving.\n""]",1
2015-04-27,15.436,14.965,14.8,15.917,153727695,394173.57692307694,411577.7858358435,"These founders learnt a lesson getting fired from their companies
Steve Jobs was fired from Apple in 1985, almost 10 years after he started it. Although he returned as Apple CEO in the late 90s, Jobs said the whole experience was ""devastating"" at the time.
",0
2015-04-28,15.365,15.639,15.202,15.7,78191805,200491.8076923077,208836.38433621565,"These founders learnt a lesson getting fired from their companies
Steve Jobs was fired from Apple in 1985, almost 10 years after he started it. Although he returned as Apple CEO in the late 90s, Jobs said the whole experience was ""devastating"" at the time.
",1
2015-04-29,15.497,15.307,15.175,15.665,51777105,132761.8076923077,118106.19674639704,"Elon Musk's Tesla unveils new car
Elon Musk's California based electric car company has revealed its Model S 70D, an all wheel drive electric sedan.
",0
2015-04-30,15.071,15.349,15.011,15.526,48424380,124165.07692307692,169619.52342291013,"Elon Musk's Tesla unveils new car
Elon Musk's California based electric car company has revealed its Model S 70D, an all wheel drive electric sedan.
",0
2015-05-01,15.064,15.393,14.694,15.451,65684130,168420.84615384616,179087.64386650888,"[""7 gadgets and tech that took a few tries to get right\nFor the popular gadgets and tech you can't live without, it was not about who did it first, but who did it right.\n""]",1
2015-05-04,15.367,15.148,15.141,15.649,56455845,144758.57692307694,181929.24119881153,"[""Why Tesla's Powerwall is such a big deal\nThe Tesla Powerwall is a big home battery made of lithiumion and charges on solar energy. The batteries come in two variants, costing $3500 and $3,000.\n""]",1
2015-05-05,15.524,15.759,15.275,15.967,72312825,185417.5,265692.25441308826,"[""Why Tesla's Powerwall is such a big deal\nThe Tesla Powerwall is a big home battery made of lithiumion and charges on solar energy. The batteries come in two variants, costing $3500 and $3,000.\n""]",0
2015-05-06,15.369,15.627,15.213,15.631,51022680,130827.38461538461,152198.08282087656,"[""Why Tesla's Powerwall is such a big deal\nThe Tesla Powerwall is a big home battery made of lithiumion and charges on solar energy. The batteries come in two variants, costing $3500 and $3,000.\n""]",1
2015-05-07,15.791,14.836,14.683,15.832,118613715,304137.73076923075,317795.4338865542,"[""Why Tesla's Powerwall is such a big deal\nThe Tesla Powerwall is a big home battery made of lithiumion and charges on solar energy. The batteries come in two variants, costing $3500 and $3,000.\n""]",0
2015-05-08,15.774,15.785,15.58,15.894,60603810,155394.38461538462,164845.6409902196,"[""Why Tesla's Powerwall is such a big deal\nThe Tesla Powerwall is a big home battery made of lithiumion and charges on solar energy. The batteries come in two variants, costing $3500 and $3,000.\n""]",1
2015-05-11,15.967,15.703,15.687,16.192,73554030,188600.07692307694,227083.08940409956,"[""How MIT's SENSEable City Lab is working to predict epidemics before they happen\nThe next frontier, which the lab is now experimenting, is the convergence of not just physical and digital but of the physical, digital & biological.\n""]",1
2015-05-12,16.317,15.969,15.879,16.423,81644610,209345.15384615384,236113.48563604968,"[""How MIT's SENSEable City Lab is working to predict epidemics before they happen\nThe next frontier, which the lab is now experimenting, is the convergence of not just physical and digital but of the physical, digital & biological.\n""]",0
2015-05-13,16.209,16.473,16.15,16.553,69181935,177389.57692307694,206066.90474546322,"['Elon Musk is kind of homeless in Silicon Valley, says Larry Page\nElon Musk may have a net worth upward of $13 billion, but he is not above hitting up his friends to crash in their spare bed-rooms, says Google CEO Larry Page.\n']",1
2015-05-14,16.273,16.289,16.083,16.326,34722810,89261.72236503856,97557.43618843124,"['Elon Musk is kind of homeless in Silicon Valley, says Larry Page\nElon Musk may have a net worth upward of $13 billion, but he is not above hitting up his friends to crash in their spare bed-rooms, says Google CEO Larry Page.\n']",1
2015-05-15,16.591,16.274,16.167,16.627,57999900,148717.6923076923,146562.07151535375,"Highlights: TiEcon 2015 - Disruptive Entrepreneurship
TiEcon is where the world’s wealth connects with technology stealth to create an energizing environment for start-ups to take off.
",0
2015-05-18,16.581,16.438,16.4,16.66,40662435,104530.68123393317,115771.43997507876,"['Car of the future to have a supercomputer of the size of a stereo : Nvidia\nThe third generation Audi A8, which launched in 2009, was the first car to use an Nvidia graphics processor to power its 3D navigation system display.\n', 'Six ways in which graphene is going to change the world\nDespite its miniscule size, graphene has a grand portfolio of wondrous properties. For instance, it’s 1,000 times stronger than steel, yet 1,000 times lighter than paper.\n', 'Trying out things is the culture of the Silicon Valley: Vinod Khosla, Sun Microsystems\nPeople aren’t afraid to get away from a regular job and try new things. That’s the culture. There is growing support for that in India.\n', 'Five traits of a successful entrepreneur\nThere are some common traits and qualities that every successful entrepreneur possesses. The following are just five of them..\n']",0
2015-05-19,16.47,16.533,16.41,16.733,45874230,117626.23076923077,148820.92038111732,"['Car of the future to have a supercomputer of the size of a stereo : Nvidia\nThe third generation Audi A8, which launched in 2009, was the first car to use an Nvidia graphics processor to power its 3D navigation system display.\n', 'Six ways in which graphene is going to change the world\nDespite its miniscule size, graphene has a grand portfolio of wondrous properties. For instance, it’s 1,000 times stronger than steel, yet 1,000 times lighter than paper.\n', 'Trying out things is the culture of the Silicon Valley: Vinod Khosla, Sun Microsystems\nPeople aren’t afraid to get away from a regular job and try new things. That’s the culture. There is growing support for that in India.\n', 'Five traits of a successful entrepreneur\nThere are some common traits and qualities that every successful entrepreneur possesses. The following are just five of them..\n']",0
2015-05-20,16.289,16.503,16.091,16.516,47978985,123657.17783505155,125763.26169671415,"Tesla’s battery may hit $1 b faster than iPhone
The iPhone surpassed $1 billion in sales by its third quarter on the market, while Viagra and the Model S needed a bit longer.
",1
2015-05-21,16.375,16.245,16.157,16.441,23696970,62033.95287958115,72889.99596758978,"Tesla’s battery may hit $1 b faster than iPhone
The iPhone surpassed $1 billion in sales by its third quarter on the market, while Viagra and the Model S needed a bit longer.
",1
2015-05-22,16.515,16.337,16.334,16.573,28303095,73134.61240310078,81542.19857964163,"Tesla’s battery may hit $1 b faster than iPhone
The iPhone surpassed $1 billion in sales by its third quarter on the market, while Viagra and the Model S needed a bit longer.
",0
2015-05-26,16.494,16.473,16.433,16.8,44300160,114175.67010309278,136121.30599696658,"['No time to eat, Silicon Valley drinks its meals!\nBoom times in Silicon Valley call for hard work, and hard work -at least in technology land -means that coders, engineers and venture capitalists are turning to liquid meals.\n']",1
2015-05-27,16.495,16.604,16.37,16.633,42583380,109468.84318766066,93670.71235333938,"['No time to eat, Silicon Valley drinks its meals!\nBoom times in Silicon Valley call for hard work, and hard work -at least in technology land -means that coders, engineers and venture capitalists are turning to liquid meals.\n']",1
2015-05-28,16.763,16.489,16.337,16.787,44567070,114568.30334190231,171839.6787532529,"['No time to eat, Silicon Valley drinks its meals!\nBoom times in Silicon Valley call for hard work, and hard work -at least in technology land -means that coders, engineers and venture capitalists are turning to liquid meals.\n']",0
2015-05-29,16.713,16.756,16.629,16.858,47011245,121163.00257731958,134624.96724225904,"['No time to eat, Silicon Valley drinks its meals!\nBoom times in Silicon Valley call for hard work, and hard work -at least in technology land -means that coders, engineers and venture capitalists are turning to liquid meals.\n']",0
2015-06-01,16.619,16.753,16.498,16.773,30860430,80575.53524804178,101664.39540905235,"Tesla's empty threat against Texas
Tesla suffered a setback when the Texas state assembly failed to take up several bills that would have allowed it to begin selling cars directly to consumers.
",0
2015-06-02,16.557,16.571,16.42,16.627,26123490,67853.22077922078,81583.0490829589,"Tesla's empty threat against Texas
Tesla suffered a setback when the Texas state assembly failed to take up several bills that would have allowed it to begin selling cars directly to consumers.
",1
2015-06-03,16.599,16.553,16.467,16.715,21946845,56857.11139896373,87427.8689141402,"Tesla's empty threat against Texas
Tesla suffered a setback when the Texas state assembly failed to take up several bills that would have allowed it to begin selling cars directly to consumers.
",0
2015-06-04,16.39,16.525,16.381,16.62,30041175,77625.77519379844,94050.45666078496,"Tesla's empty threat against Texas
Tesla suffered a setback when the Texas state assembly failed to take up several bills that would have allowed it to begin selling cars directly to consumers.
",1
2015-06-05,16.606,16.465,16.379,16.647,40094685,103336.81701030929,134900.35566631853,"Tesla's empty threat against Texas
Tesla suffered a setback when the Texas state assembly failed to take up several bills that would have allowed it to begin selling cars directly to consumers.
",1
2015-06-08,17.092,16.711,16.687,17.25,64033155,164187.57692307694,198970.42075503967,"['Give local push to cyber security solutions: IT firm executive\nAccording to PWC report, the average estimated loss due to cyber security incidents globally stood at USD 2.7 million, 34 per cent more than in 2013.\n']",0
2015-06-09,17.079,17.081,16.943,17.183,31892025,82408.33333333333,102077.63116406724,"13 tech companies everyone wants to get poached by
Here is the list of 13 tech companies, people want to get poached by.
",0
2015-06-10,16.705,16.838,16.567,16.933,42311475,108490.96153846153,153485.92368502665,"Spotlight: Drool-worthy gadgets for enthusiasts
Here is a list of cutting edge technology for gadget lovers. From smartphones to a headphone, these should be available in the market soon.
",1
2015-06-11,16.763,16.933,16.695,16.958,24998355,64762.57772020726,85365.15057764079,"Tesla shareholders are pleading with CEO Elon Musk to make a 100 per cent leather-free car
Shareholders Mark and Elizabeth Peters, from Texas, asked Musk to produce a version of the Tesla roadster that is made without leather, Bloomberg reports.
",0
2015-06-12,16.713,16.759,16.681,16.897,17721360,48287.08446866485,64436.68531745325,"Elon Musk steers clear of genetic engineering
We know that Musk fears that artificial intelligence could end the human race — that it might be ""summoning the demon"".
",0
